timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_base,taker_quote,ignore,symbol,sma_7,sma_25,ema_12,ema_26,rsi,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,bb_position,tr,atr,atr_percent,volume_sma,volume_ratio,price_change,price_range,volatility,resistance_20,support_20,dist_to_resistance,dist_to_support,momentum_1d,momentum_5d,momentum_20d,target_return,target_direction
2022-02-13,42217.87,42760.0,41870.0,42053.66,17732.08113,1644796799999,750533311.6529565,624898,8333.13302,352741586.0597297,0,BTC,43199.485714285714,39555.9612,41854.99508697151,40820.93445668256,66.30948099266604,1034.06063028895,942.4087963040623,91.65183398488773,40189.8245,45771.976780517194,34607.67221948281,0.6669459561776157,890.0,2029.2214285714285,4.825314677893502,41136.765258499996,0.4310519074257074,-0.0038895851448687013,0.021163437379766704,0.5894498890605061,45821.0,35507.01,0.08958411705425869,0.15567372732837048,-0.0038895851448687013,-0.04516791434913925,0.14711561673579232,-0.04509880601263527,0
2022-02-14,42053.65,42842.4,41550.56,42535.94,34010.1306,1644883199999,1436927831.4445863,867622,16912.76672,714598651.1659751,0,BTC,43013.19285714285,39630.1624,41961.134831473144,40967.832822493954,66.03633342634237,993.3020089791898,952.6182951560064,40.68371382318344,40468.7055,45927.02910530894,35010.381894691054,0.6893653298596428,1291.8400000000038,1970.6821428571432,4.632981292660143,40375.651697,0.8423425795137574,0.01146820514552127,0.03037055252569953,0.5897105463050697,45821.0,35507.01,0.077230219903451,0.165246847724536,0.01146820514552127,-0.0413943522055894,0.15091649187517198,0.015300787079963518,1
2022-02-15,42535.94,44751.4,42427.03,44544.86,38095.19576,1644969599999,1672855933.625659,990694,19180.32434,842363401.2128453,0,BTC,43084.88857142858,39954.1444,42363.049418628645,41270.71460533251,70.21772622245939,1092.3348132961328,980.6293252991798,111.70548799695302,40855.4815,46318.28056888027,35392.682431119734,0.8376820612913579,2324.3700000000026,2046.3371428571434,4.593879390028712,38788.903467000004,0.9821158206343683,0.04722876701443535,0.05218043114289735,0.6107602021736582,45821.0,35507.01,0.028648423185076783,0.20289321820744297,0.04722876701443535,0.024127126889623263,0.21015101058590036,0.08287799544374153,1
2022-02-16,44544.85,44549.97,43307.0,43873.56,28471.8727,1645055999999,1250973502.3018453,823745,14106.69537,619773473.0165873,0,BTC,43013.58,40306.23,42597.61764056072,41488.796671618606,76.14899364676745,1108.8209689421128,1006.3173418781615,102.50362706395128,41191.1545,46521.30214407133,35861.00685592867,0.7516258159362258,1242.9700000000012,1973.0514285714291,4.497130911126038,37561.453135,0.7580077532588783,-0.015070201141052064,0.02833073039890087,0.620131893766257,45821.0,36155.01,0.04438755368837182,0.17592714154037184,-0.015070201141052064,0.03539527910335005,0.18066313061590256,0.013540152157228258,1
2022-02-17,43873.56,44164.71,40073.21,40515.7,47245.99494,1645142399999,1993400162.9480667,1067658,21468.60602,906038209.7818584,0,BTC,42587.90285714286,40477.075999999994,42274.781571908185,41408.048988138566,59.83824464116286,866.7325837696189,978.357123914798,-111.62454014517903,41331.1115,46418.58680533266,36243.636194667335,0.41986088864693927,4091.5,2184.0871428571436,5.3907180250054765,37816.039403999996,1.2493639123668394,-0.07653493356819008,0.10098554387558405,0.7181566418989346,45821.0,36250.0,0.1309443006044571,0.10528511169744068,-0.07653493356819008,-0.04031870864162512,0.07421514581393418,-0.0026130780652392493,0
2022-02-18,40515.71,40959.88,39450.0,39974.44,43845.92241,1645228799999,1765622365.952756,1025882,20609.06764,829953072.4139525,0,BTC,42245.147142857146,40609.6396,41918.51006887736,41290.138055826275,43.6325818091506,628.3720130510847,908.273342222594,-279.90132917150936,41421.491500000004,46333.474617823216,36509.50838217679,0.35270190620674663,1509.8799999999974,1952.9642857142862,4.885532569597689,38701.860683499996,1.1329151011256962,-0.013359265667383102,0.03777113575574786,0.7210755477940956,45821.0,36250.0,0.14625745851599165,0.09317053597248647,-0.013359265667383102,-0.049442069964897306,0.04736048360304412,0.044084842507428945,1
2022-02-19,39974.45,40444.32,39639.03,40079.17,18042.0551,1645315199999,721960636.0646691,586653,8374.975,335209843.631803,0,BTC,41939.618571428575,40734.4736,41633.930939561644,41191.34629046967,44.77609786830872,442.5846490919721,815.0432730080329,-372.4586239160608,41531.362,46202.36310070683,36860.36089929317,0.3445523808825209,805.2900000000009,1934.0078571428578,4.825468833668107,38532.430175,0.46823039756536716,0.0026199241315199018,0.02009248195509041,0.7195535851221085,45821.0,36250.0,0.1432621982940266,0.09554015215384945,0.0026199241315199018,-0.057757510472320694,0.05800707253306059,0.03725475678877288,1
2022-02-20,40079.17,40125.44,38000.0,38386.89,33439.29011,1645401599999,1293216601.4518795,811235,15338.25392,592897166.4491583,0,BTC,41415.794285714284,40797.575600000004,41131.992704436496,40964.26112078382,34.83629648415962,167.7315836526759,685.4782831762559,-517.74669952358,41527.3615,46209.53711492307,36845.18588507693,0.16463544319112453,2125.4400000000023,1975.8650000000005,5.147239070422221,38361.6323905,0.871685797142486,-0.042223429277602254,0.05536890328963879,0.7429315908947324,45821.0,36250.0,0.19366273225051575,0.05566718220725877,-0.042223429277602254,-0.1382419879644925,-0.002079970052174751,-0.031968596661341886,0
2022-02-21,38386.89,39494.35,36800.0,37008.16,62347.68496,1645487999999,2382027320.8617606,1352290,30617.13558,1170272316.2758772,0,BTC,40626.111428571436,40791.498,40494.9866764897,40646.11867607537,23.90269803615972,-151.13199958566838,518.0501064094843,-669.1821059951527,41443.04,46393.096583234306,36492.983416765695,0.05203744387278277,2694.3499999999985,1964.4150000000004,5.30805908750935,39750.294307000004,1.5684836061457943,-0.035916689265527824,0.07280421398956334,0.758511558101445,45821.0,36250.0,0.23813234702833094,0.020486292752733545,-0.035916689265527824,-0.15648148907907167,-0.04358309520788284,0.026317308371192283,1
2022-02-22,37008.16,38429.0,36350.0,38230.33,53785.94589,1645574399999,2010628230.7549176,1212527,27322.73575,1021948126.9253064,0,BTC,39724.03571428572,40812.0488,40145.38437685211,40453.070072384726,29.399886024700308,-307.6856955326148,352.81916397972566,-660.5048595123404,41509.7385,46232.57815796351,36786.89884203649,0.1528139067276655,2079.0,1911.0578571428575,4.998800316771677,40649.8575365,1.3231521375371353,0.03302433841617636,0.05438090646876446,0.7438330173589006,45821.0,36250.0,0.19855099341282165,0.05179997138397711,0.03302433841617636,-0.05640702246289697,0.03615451497112465,-0.028105359090839,0
